,Page URL
248,https://www.altnews.in/kedarnath-pilgrims-assaulted-by-mule-operators-video-viral-with-false-communal-claim-all-accused-hindu/
249,https://www.altnews.in/fact-check-viral-video-of-woman-torturing-child-is-from-central-america/
250,https://www.altnews.in/namaz-atop-electricity-tower-old-video-from-colombia-falsely-shared-mocking-muslims/
251,https://www.altnews.in/old-video-of-people-removing-rail-clip-shared-as-recent-incident/
252,https://www.altnews.in/advocate-saurabh-kirpal-dancing-on-a-beach-unrelated-video-viral-with-false-claims-to-attack-activist-lawyer/
253,https://www.altnews.in/video-of-meerut-boy-girl-shared-with-false-love-jihad-claims-cops-initiate-action-against-users/
254,https://www.altnews.in/video-of-parents-requesting-daughter-to-not-marry-big-brothers-in-law-brother-viral-with-false-communal-angle/
255,https://www.altnews.in/video-from-bangladesh-mosque-showing-counting-of-donation-viral-as-from-india/
256,https://www.altnews.in/2017-london-acid-attack-victims-photo-viral-in-india-with-false-communal-claims/
257,https://www.altnews.in/body-with-om-trident-tattoo-found-woman-killed-by-husband-brother-in-law-all-3-hindus-no-communal-angle/
258,https://www.altnews.in/social-media-users-add-communal-spin-to-odisha-mishap-falsely-describe-temple-near-tracks-as-a-mosque/
259,https://www.altnews.in/no-kejriwal-did-not-say-he-would-resign-in-support-of-protesting-wrestlers/
260,https://www.altnews.in/molestation-video-viral-with-false-communal-claims-gaya-police-to-initiate-action-against-twitter-user/
261,https://www.altnews.in/up-baghpat-school-acting-video-shared-with-communal-angle/
262,https://www.altnews.in/viral-video-of-boyfriend-beating-girl-in-mp-shared-with-false-communal-angle/
263,https://www.altnews.in/photo-from-2021-farmers-stir-falsely-viral-as-sakshi-malik-pinned-to-the-ground/
264,https://www.altnews.in/ai-images-of-us-actor-dwayne-johnson-go-viral-users-claim-he-performed-aarti/
265,https://www.altnews.in/old-video-shared-with-false-claim-that-karnataka-govt-has-revoked-hijab-ban/
266,https://www.altnews.in/fact-check-telugu-actress-sanjjanaa-galrani-converted-to-islam-in-2018-not-after-watching-the-kerala-story/
267,https://www.altnews.in/actress-devoleena-bhattacharjee-is-not-part-of-the-kerala-story-viral-claim-false/
268,https://www.altnews.in/power-bill-defaulter-assaults-staffer-incident-unrelated-to-congs-free-electricity-promise-viral-claims-false/
269,https://www.altnews.in/congress-war-room-video-viral-as-it-firm-staff-celebrating-karnataka-poll-results/
270,https://www.altnews.in/fact-check-video-of-boy-praying-in-the-middle-of-a-road-is-not-from-karnataka/
271,https://www.altnews.in/scene-from-2017-kerala-street-play-viral-as-murder-of-rss-supporter-by-muslims/
272,https://www.altnews.in/provocative-speech-by-bangladeshi-islamic-scholar-condemning-yati-narsinghanand-viral-with-false-claims/
273,https://www.altnews.in/2017-molestation-video-from-uttar-pradesh-shared-as-bengal-incident/
274,https://www.altnews.in/cong-win-is-win-for-muslims-doctored-aaj-tak-live-screenshot-viral-with-comment-by-fake-facebook-user/
275,https://www.altnews.in/video-of-magicians-flying-stunt-viral-with-false-claims-about-powers-of-yoga/
276,https://www.altnews.in/imran-khan-arrest-news-channels-show-ai-generated-image-as-real-old-video-fake-agreement-paper-viral/
277,https://www.altnews.in/fact-check-man-dancing-in-viral-video-is-not-senior-advocate-saurabh-kirpal/
278,https://www.altnews.in/groom-beaten-up-for-dowry-demand-scripted-comedy-video-shared-by-news-channels-journalists/
279,https://www.altnews.in/fact-check-cash-seized-from-tyre-video-from-2019-not-linked-to-karnataka-polls/
280,https://www.altnews.in/burst-fire-from-machine-gun-gaming-video-viral-as-manipur-violence-scene/
281,https://www.altnews.in/fact-check-video-of-congress-leader-protesting-with-daughter-near-parliament-is-from-2019/
282,https://www.altnews.in/dcp-on-bengaluru-child-theft-accused-mentally-unsound-under-treatment-at-nimhans-did-not-try-to-kidnap-kid/
283,https://www.altnews.in/viral-video-of-rajasthan-cop-weeping-accused-not-a-muslim-false-claim-viral/
284,https://www.altnews.in/edited-clip-vip-clarifies-it-has-no-connection-with-viral-ad-showing-interfaith-relationship/
285,https://www.altnews.in/car-tyre-advertisement-edited-with-modi-hatao-desh-bachao-message-viral/
286,https://www.altnews.in/media-misreport-viral-photo-of-grave-with-iron-grille-is-from-hyderabad-not-pakistan/
287,https://www.altnews.in/viral-shark-attack-video-is-computer-generated-not-from-atlantic-ocean-or-canada/
288,https://www.altnews.in/fact-check-man-beating-up-guy-in-viral-video-is-not-up-bjp-mla-vipul-dubey/
289,https://www.altnews.in/its-safe-to-fill-your-fuel-tank-to-the-max-in-summer-viral-indian-oil-notice-is-fake/
290,https://www.altnews.in/2022-video-from-telangana-viral-as-attack-on-bjp-campaign-vehicle-in-karnataka/
291,https://www.altnews.in/kiren-rijiju-others-tweet-clip-of-mcd-school-to-slam-aap-but-bjp-ran-mcd-for-15-yrs-till-dec-2022/
292,https://www.altnews.in/no-atiq-ahmed-did-not-vote-for-upa-in-2008-floor-test-pti-news-outlets-social-media-users-got-it-wrong/
293,https://www.altnews.in/photos-of-bruised-malayalam-actress-abused-by-ex-partner-shared-with-false-communal-claim/
294,https://www.altnews.in/no-akhilesh-yadav-is-not-seen-with-atiq-ahmed-murder-accused-in-viral-photo/
295,https://www.altnews.in/fact-check-stone-pelters-on-mathura-jai-bhim-rally-were-not-muslims/
296,https://www.altnews.in/jai-sri-ram-slogan-was-raised-by-atiq-ahmeds-murderers-contrary-claims-are-false/
297,https://www.altnews.in/ashok-gehlots-clipped-video-shared-with-false-claim-that-he-supported-amritpal-singhs-call-for-khalistan/
298,https://www.altnews.in/scripted-video-of-cop-chasing-and-rebuking-drunk-girls-in-car-viral-as-real/
299,https://www.altnews.in/false-claims-of-youtuber-manish-kashyap-getting-clean-chit-viral-on-social-media/
300,https://www.altnews.in/no-tata-did-not-build-new-parliament-house-in-17-months-just-for-₹1/
301,https://www.altnews.in/video-of-protests-against-pension-reforms-in-paris-viral-with-false-communal-claims/
302,https://www.altnews.in/fake-rss-letter-on-how-hindu-boys-should-entrap-muslim-girls-viral/
303,https://www.altnews.in/photo-of-lunch-hosted-by-sardar-patel-falsely-viral-as-maulana-azads-iftar-party/
304,https://www.altnews.in/dumped-passports-found-2018-video-viral-with-false-claim-about-illegal-muslim-settlers/
305,https://www.altnews.in/video-of-bmc-demolition-drive-in-santacruz-viral-as-bulldozer-raj-in-uttar-pradesh/
306,https://www.altnews.in/visuals-of-a-blasst-in-a-home-in-bulandshahr-falsly-shared-with-a-communal-angle/
307,https://www.altnews.in/videos-of-a-scuffle-between-students-viral-with-false-communal-angle/
308,https://www.altnews.in/muslim-priests-in-kerala-temples-video-of-ritualistic-dance-viral-with-false-communal-claim/
309,https://www.altnews.in/video-from-china-viral-as-trial-run-of-train-on-chenab-bridge-in-jk/
310,https://www.altnews.in/cpi-not-among-top-20-deadliest-terror-groups-aussie-thinktank-rectifies-error/
311,https://www.altnews.in/video-of-devotees-hailing-lord-ayyappas-muslim-associate-vavar-shared-with-misleading-claim/
312,https://www.altnews.in/a-video-went-viral-with-false-claim-that-singapore-chief-justice-talked-about-two-part-strategy-to-establish-hindu-rashtra/
313,https://www.altnews.in/old-video-from-syria-viral-as-turkish-builders-being-executed-after-quake/
314,https://www.altnews.in/morphed-version-of-dainik-jagrans-instagram-post-on-sana-khan-viral/
315,https://www.altnews.in/scripted-video-of-two-men-marrying-one-woman-viral-media-outlets-report-on-unique-wedding/
316,https://www.altnews.in/old-video-of-a-teenage-beaten-up-shared-with-falce-hindu-muslim-angle/
317,https://www.altnews.in/scripted-video-shared-as-false-communal-claim-abdul-wearing-burqa-trying-to-kidnap-a-hindu-child/
318,https://www.altnews.in/2022-clip-of-dalit-youth-assaulted-in-vadodara-falsely-viral-as-attack-on-christian-man-by-hindus/
319,https://www.altnews.in/video-of-tn-girls-throwing-down-scarves-to-greet-author-viral-with-misleading-claim/
320,https://www.altnews.in/no-delhi-shahi-imam-ahmad-bukhari-did-not-join-bjp-unrelated-video-viral/
321,https://www.altnews.in/scene-from-tv-series-viral-with-claims-of-islamization-of-school-students-in-aus/
322,https://www.altnews.in/local-youths-murder-in-karnataka-shared-as-attack-on-bihari-migrant-in-tamil-nadu/
323,https://www.altnews.in/dainik-bhaskar-falsely-claimed-that-pavan-yadav-and-monu-das-was-killed-because-of-attacks-on-migrants-in-tamilnadu/
324,https://www.altnews.in/2020-video-of-modi-effigy-shared-out-of-context-with-misleading-claims/
325,https://www.altnews.in/old-video-shared-as-yogi-aditynath-paid-tribune-to-late-police-constable-died-in-umeshpal-hatyakand/
326,https://www.altnews.in/bjp-tamilnadu-leaders-not-having-beer-false-claim-with-viral-picture/
327,https://www.altnews.in/crowds-queueing-up-at-bank-of-baroda-al-ain-branch-uae-to-close-their-accounts-after-adani-statement/
328,https://www.altnews.in/photo-of-iron-pillar-in-bharatpur-fort-falsely-shared-to-claim-mughals-hindu-ancestry/
329,https://www.altnews.in/no-uddhav-thackeray-did-not-refer-to-mughal-emperor-aurangzeb-as-his-brother/
330,https://www.altnews.in/did-rahul-say-satta-in-place-of-satya-clipped-video-viral-with-misleading-claim/
331,https://www.altnews.in/barber-jihad-in-mumbai-screengrab-from-unrelated-2013-news-report-shared-out-of-context/
332,https://www.altnews.in/not-gold-chains-but-garlands-made-by-tribes-used-to-welcome-congress-leaders-at-raipur-meet/
333,https://www.altnews.in/viral-video-doctor-sexually-assaulting-patient-is-giovanni-quintella-bezerra-from-brazil-not-islam-mohammad/
334,https://www.altnews.in/video-of-pak-man-beating-up-son-shared-with-false-communal-claim/
335,https://www.altnews.in/eam-s-jaishankar-gets-it-wrong-bbc-made-several-documentaries-podcasts-on-1984-sikh-riots/
336,https://www.altnews.in/5-yr-old-video-edited-with-provocative-song-shared-widely-to-target-muslims/
337,https://www.altnews.in/false-news-of-punjab-govt-to-monitor-social-media-activities-of-employees/
338,https://www.altnews.in/digital-artists-work-posted-on-instagram-viral-as-close-up-of-chinese-spy-balloon-over-us/
339,https://www.altnews.in/false-claim-of-yogi-adityanath-offering-80-lakh-rupees-to-smoke-weed/
340,https://www.altnews.in/unrelated-video-of-soldiers-last-rites-viral-in-context-of-pulwama-anniversary/
341,https://www.altnews.in/clipped-video-shared-with-false-claim-arvind-kejriwal-said-pakistan-will-be-ruined-if-modi-shah-return-to-power/
342,https://www.altnews.in/no-man-standing-with-rahul-gandhi-in-viral-photo-is-not-hindenburgs-nathan-anderson/
343,https://www.altnews.in/muslim-woman-shouting-slogans-against-opposition-leaders-is-bjps-nighat-abbass/
344,https://www.altnews.in/hotel-cctv-footage-from-2020-turkey-earthquake-viral-as-visuals-of-recent-disaster/
345,https://www.altnews.in/bangladesh-school-boy-murder-false-communal-claim-by-right-wing-handles/
346,https://www.altnews.in/old-video-from-andhra-pradesh-shared-as-muslim-disturbing-hindutva-rally-mumbai/
347,https://www.altnews.in/fact-check-did-hindu-extremists-beat-dalit-womam-and-film-it-false-claim-old-video/
348,https://www.altnews.in/unrelated-old-videos-viral-as-audience-reaction-to-shah-rukh-khans-pathaan/
349,https://www.altnews.in/mexican-artists-work-viral-as-pallava-sculpture-showing-use-of-computer-in-ancient-india/
350,https://www.altnews.in/rahul-gandhis-photo-with-uk-politician-falsely-viral-as-him-meeting-bbc-modi-docu-producer/
351,https://www.altnews.in/misreporting-by-major-news-outlets-pakistan-flag-was-not-hoisted-in-bihars-purnea/
352,https://www.altnews.in/image-of-burqa-clad-students-who-won-scholarships-shared-with-false-communal-claim/
353,https://www.altnews.in/2014-copter-crash-video-shared-as-kyiv-accident-that-killed-ukraine-minister/
354,https://www.altnews.in/no-man-dancing-to-pathaan-song-in-viral-video-is-not-pak-fm-bilawal-bhutto/
355,https://www.altnews.in/2021-russia-plane-crash-video-widely-shared-as-recent-nepal-disaster/
356,https://www.altnews.in/fact-check-did-union-minister-ashwini-choubey-started-crying-while-talking-about-farmers-ndtv-false-claim/
357,https://www.altnews.in/fact-check-did-jp-nadda-say-bjp-means-rape-edited-video-shared-by-congress-leaders/
358,https://www.altnews.in/motivational-speaker-dr-vivek-bindra-makes-false-claim-india-post-didnt-release-stamp-by-his-name/
359,https://www.altnews.in/2020-video-from-pakistan-falsely-shared-as-demolition-of-100-yr-old-shiva-temple/
360,https://www.altnews.in/no-cristiano-ronaldo-did-not-say-in-interview-that-he-loved-islam/
361,https://www.altnews.in/fact-check-nirmala-sitharaman-is-not-meeting-her-dad-in-viral-clip/
362,https://www.altnews.in/media-channels-and-bjp-leaders-share-unralated-image-as-stone-pelting-on-vande-bharat-train-in-west-bengal/
363,https://www.altnews.in/fact-check-did-a-body-builder-kick-reward-for-being-a-victim-of-racism/
364,https://www.altnews.in/viral-photo-of-children-in-torn-clothes-studying-in-makeshift-classroom-not-from-india/
365,https://www.altnews.in/2017-yamuna-expressway-car-pile-up-video-goes-viral-again/
366,https://www.altnews.in/video-of-a-man-kicking-photo-of-hindu-diety-saraswati-shared-with-false-communal-angle/
367,https://www.altnews.in/old-video-of-kolkata-slums-shared-as-illegal-encroachments-in-haldwani/
368,https://www.altnews.in/morphed-image-viral-pm-modi-did-not-shave-his-head-after-mothers-demise/
369,https://www.altnews.in/bulandshahr-encounter-rw-handles-made-misleading-claim-to-add-communal-twist/
370,https://www.altnews.in/kcrs-2018-statement-on-modi-falsely-linked-with-cbi-glare-on-his-daughter/
371,https://www.altnews.in/no-snowfall-in-mecca-viral-video-is-digitally-altered/
372,https://www.altnews.in/old-photo-shared-as-traffic-jam-near-atal-tunnel-after-christmas-2022/
373,https://www.altnews.in/congress-leaders-share-morphed-picture-to-claim-that-pm-modi-dressed-in-womens-wear-in-shilong/
374,https://www.altnews.in/scripted-video-of-aged-man-marrying-21-yr-old-woman-viral-as-real-incident/
375,https://www.altnews.in/fact-check-fifa-world-cup-2022-messi-hugged-his-mother-after-final/
376,https://www.altnews.in/srk-didnt-pledge-pathaan-earnings-to-pak-ngo-viral-post-is-from-parody-page/
377,https://www.altnews.in/zee-news-report-falsely-claims-man-urinated-in-food-twitter-users-give-it-communal-spin/
378,https://www.altnews.in/bjp-supporters-distributing-liquor-aap-mla-shares-old-video-with-false-claim/
379,https://www.altnews.in/scuffle-between-ex-serviceman-and-pantry-car-staff-on-train-given-communal-spin-on-social-media/
380,https://www.altnews.in/kerala-man-assaulting-child-in-viral-clip-is-a-muslim-contrary-claims-on-social-media-are-false/
381,https://www.altnews.in/video-from-west-bengal-shared-as-men-beaten-up-for-election-campaign-for-bjp-in-morbi-gujarat/
382,https://www.altnews.in/jabalpur-resort-murder-accused-victim-from-same-community-police-rubbish-communal-spin/
383,https://www.altnews.in/delhi-murder-accused-aftab-poonawalla-is-a-muslim-contrary-claims-made-on-social-media-are-false/
384,https://www.altnews.in/golden-dragon-video-from-china-viral-on-social-media-as-diwali-celebrations-in-kerala/
385,https://www.altnews.in/fact-check-clipped-video-of-rajasthan-cm-ashok-gehlot-shared-by-bjp-leaders/
386,https://www.altnews.in/video-of-ed-raid-in-kolkata-falsely-shared-again-this-time-as-crackdown-on-surat-businessman/
387,https://www.altnews.in/2019-video-of-hardik-patel-confronted-by-people-shared-as-recent-ahead-of-gujarat-election/
388,https://www.altnews.in/old-stock-photo-of-chopper-on-fire-widely-shared-as-ill-fated-kedarnath-helicopter/
389,https://www.altnews.in/brutal-intervention-by-german-police-between-football-fans-falsely-shared-as-assault-on-protesters-rallying-over-inflation/
390,https://www.altnews.in/fact-check-did-delhi-cm-arvind-kejriwal-seen-with-inverted-bow-and-arrow-false/
391,https://www.altnews.in/maharashtra-congress-shared-clipped-video-of-nana-patekar-to-interview-eknath-shinde-and-devendra-fadnavis/
392,https://www.altnews.in/bilaspur-2-durga-puja-committees-clash-shared-as-a-comunal-angle/
393,https://www.altnews.in/2017-graphic-of-times-now-on-positive-sentiments-for-rahul-gandhi-on-social-media-shared-as-recent/
394,https://www.altnews.in/iran-hijab-raw-turky-drama-scene-shared-as-an-iran-man-dancing-his-daughter-funeral/
395,https://www.altnews.in/false-claim-of-rahul-gandhi-and-senior-leaders-coming-out-drunk-in-kerala-bar-during-bharat-jodo-yatra/
396,https://www.altnews.in/media-outlets-share-old-video-as-first-look-of-cheetahs-in-kuno-national-park/
397,https://www.altnews.in/scripted-video-of-cleric-drugging-and-molesting-woman-viral-with-communal-spin/
398,https://www.altnews.in/false-claim-of-28-sadhus-were-caught-stealing-kedney-in-varanasi-up-goes-viral/
399,https://www.altnews.in/video-from-bahrain-shared-as-woman-smashing-ganesha-idols-in-kerala/
400,https://www.altnews.in/old-videos-from-2016-shared-as-audience-review-on-brahmastra-movie/
401,https://www.altnews.in/spectator-violence-at-asia-cup-old-video-of-dancing-pak-fan-shared-with-false-claim/
402,https://www.altnews.in/pm-modi-said-he-will-not-become-robber-if-his-mother-had-stopped-him/
403,https://www.altnews.in/no-none-of-the-women-throwing-objects-at-kids-in-viral-video-is-queen-elizabeth-ii/
404,https://www.altnews.in/2020-video-from-perth-australia-being-shared-as-bengaluru-cloudburst/
405,https://www.altnews.in/false-claim-that-brahamastra-movieartors-and-producer-donated-crores-rupees-to-pakistan-flood-bbc/
406,https://www.altnews.in/modis-2019-kolkata-rally-video-shared-by-bjp-leaders-as-recent-rally-in-mangaluru-kutch/
407,https://www.altnews.in/were-hindu-shops-and-houses-targeted-in-incidents-of-fire-in-bdeshs-bhairab-and-kishoreganj/
408,https://www.altnews.in/scripted-video-of-muslim-man-opposing-the-national-flag-from-being-set-up-on-vehicle-viral/
409,https://www.altnews.in/scripted-video-of-burka-clad-woman-helping-another-hindu-woman-shared-as-real-incident/
410,https://www.altnews.in/no-this-is-not-a-video-of-a-stone-pelter-getting-shot-down-by-soldiers-in-jk/
411,https://www.altnews.in/old-video-of-funeral-procession-jaunpur-martyrs-falsely-shared-as-dalit-student-of-rajasthan/
412,https://www.altnews.in/no-state-bank-of-india-logo-was-not-inspired-by-kankaria-lake-in-ahmedabad/
413,https://www.altnews.in/false-claim-that-gold-medalist-wrestlers-were-seen-in-farmer-protest/
414,https://www.altnews.in/2018-image-of-tamil-teacher-burning-naional-flag-falsely-shared-as-rss-worker/
415,https://www.altnews.in/an-old-video-of-military-exercise-falsely-linked-to-nancy-pelosis-taiwan-visit/
416,https://www.altnews.in/scripted-video-of-schoolchildren-romancing-in-an-alleyway-in-delhi-viral-as-real/
417,https://www.altnews.in/old-video-of-tornado-seen-in-pune-shared-as-clouds-carrying-water-ganga-prayagraj/
418,https://www.altnews.in/old-video-of-people-falling-in-flood-shared-as-recent-jodhpur-rains/
419,https://www.altnews.in/scripted-video-falsely-viral-as-a-hindu-father-married-his-own-two-daughters-in-a-temple/
420,https://www.altnews.in/no-video-of-boy-reciting-azaan-in-school-is-not-from-jharkhand/
421,https://www.altnews.in/no-this-isnt-a-young-pm-modi-performing-handstand-in-rishikesh/
422,https://www.altnews.in/old-video-of-buffelo-killing-in-pakistan-is-in-circulation-in-india-with-anti-muslim-message/
423,https://www.altnews.in/old-video-of-pm-modi-awarded-uaes-highest-civil-honour-shared-amid-nupur-sharma-row/
424,https://www.altnews.in/mock-drill-video-shared-as-terrorist-arrested-in-faridabad-metro-station/
425,https://www.altnews.in/old-photos-of-trash-at-glastonbury-festival-shared-to-target-greta-thunberg/
426,https://www.altnews.in/video-of-bikes-slipping-on-flyover-is-neither-from-mumbai-nor-hyderabad-but-karachi-pakistan/
427,https://www.altnews.in/this-video-of-bhagwant-mann-chiding-people-at-a-rally-is-old/
428,https://www.altnews.in/morphed-poster-of-2015-film-muhammed-viral/
429,https://www.altnews.in/fake-letter-portraying-amit-shah-praising-nupur-sharma-viral/
430,https://www.altnews.in/old-unrelated-video-falsely-linked-to-kanpur-protests-against-nupur-sharmas-remark/
431,https://www.altnews.in/old-video-of-thane-lathicharge-linked-to-kanpur-violence/
432,https://www.altnews.in/old-video-of-up-police-lathi-charging-sp-workers-linked-with-gyanvapi-mosque-case/
433,https://www.altnews.in/2014-image-of-nikhat-zareen-taking-cheque-of-50-lakh-from-cm-k-chandrasekhar-rao-shared-after-her-victory-in-world-boxing-chanpionship/
434,https://www.altnews.in/no-this-photo-doesnt-show-gandhi-as-part-of-british-army-pre-independence/
435,https://www.altnews.in/this-video-of-cars-torched-in-sri-lanka-is-not-from-ex-pm-rajapaksas-sons-house/
436,https://www.altnews.in/social-media-users-fall-for-a-sataire-article-that-claims-pfizer-vp-rady-johnson-arrested-on-charges-of-fraud/
437,https://www.altnews.in/old-video-of-eid-devotees-praying-in-russia-viral-as-france/
438,https://www.altnews.in/old-photo-of-amit-shah-with-ias-pooja-singhal-who-is-under-ed-probe-viral/
439,https://www.altnews.in/fact-check-did-a-rajasthan-cop-fake-his-head-injury-during-clashes-on-eid-in-jodhpur/
440,https://www.altnews.in/nehrus-portrait-morphed-into-picture-of-modi-scholz-meet-in-germany/
441,https://www.altnews.in/video-of-pakistani-man-with-15-children-shared-to-target-indian-muslims/
442,https://www.altnews.in/old-image-from-mp-viral-as-25-non-muslim-allahabad-uni-students-arrested-for-making-bombs/
443,https://www.altnews.in/photo-of-people-offering-namaz-outside-bandra-railway-station-is-from-2012/
444,https://www.altnews.in/old-photo-falsely-linked-with-150-people-recently-booked-in-up-for-offering-namaz-on-road/
445,https://www.altnews.in/images-viral-with-false-claim-that-a-man-married-his-own-daughter/
446,https://www.altnews.in/rajasthan-old-video-of-unemployed-taking-oath-against-congress-viral-with-communal-angle/
447,https://www.altnews.in/hindu-devotional-song-added-to-britains-got-talent-performance-from-2014/
448,https://www.altnews.in/president-ram-nath-kovind-daughter-swati-kovind-false-claim-duty-changed/
449,https://www.altnews.in/video-from-chennai-falsely-viral-muslims-pelting-stones-at-train-after-horn-disturbed-namaz/
450,https://www.altnews.in/video-of-woman-praising-bjp-karnataka-chief-on-tv-edited-to-falsely-portray-the-opposite/
451,https://www.altnews.in/old-image-from-up-shared-to-portray-police-complicity-in-jahangirpuri-violence/
452,https://www.altnews.in/old-image-from-anti-caa-protest-falsely-linked-to-delhis-jahangirpuri-violence/
453,https://www.altnews.in/old-video-falsely-shared-as-police-arresting-muslim-women-after-jahangirpuri-violence/
454,https://www.altnews.in/old-images-of-mazar-demolished-in-up-in-2018-shared-as-recent/
455,https://www.altnews.in/tripura-old-communal-rally-video-viral-as-recent-incident/
456,https://www.altnews.in/video-of-mainpuri-girl-arrested-with-315-country-made-gun-viral-with-false-muslim-angle/
457,https://www.altnews.in/arvind-kejriwal-falsely-claims-bjp-worker-tweeted-criticism-of-gujarat-education-system/
458,https://www.altnews.in/video-from-the-kashmir-files-screening-in-nashik-shared-with-false-claim/
459,https://www.altnews.in/old-video-of-scuffle-betwwen-two-families-in-mirzapur-shared-with-false-communal-angle/
460,https://www.altnews.in/old-video-of-judge-kalam-pashas-speech-shared-with-false-communal-spin/
461,https://www.altnews.in/morphed-screenshot-viral-to-claim-nyts-propaganda-for-aap/
462,https://www.altnews.in/old-video-of-cops-beating-up-a-boy-shared-with-false-claim-that-he-raised-pakistan-zindabad-slogan/
463,https://www.altnews.in/no-woman-dancing-to-rajasthani-folk-music-is-not-ias-rukmani-riar/
464,https://www.altnews.in/cctv-footage-of-an-attack-in-gujarat-shared-as-after-effect-of-kashmir-files-movie/
465,https://www.altnews.in/no-this-isnt-tn-man-arrested-for-issuing-death-threats-to-karnataka-judges/
466,https://www.altnews.in/video-of-bus-accident-from-odisha-shared-as-the-recent-violence-in-birbhum/
467,https://www.altnews.in/old-photo-of-reuters-building-viral-as-the-nyse-displaying-bjps-victory-in-the-up-elections/
468,https://www.altnews.in/old-video-of-an-israeli-airstrike-on-a-high-rise-viral-as-russian-offensive-in-ukraine/
469,https://www.altnews.in/old-bombay-hc-judgement-viral-as-recent-verdict-on-hijab-ban/
470,https://www.altnews.in/old-video-of-mob-violence-in-mp-shared-as-kaushambi-ups-recent-incident/
471,https://www.altnews.in/no-west-bengal-government-has-not-waived-off-gst-for-muslim-business-owners/
472,https://www.altnews.in/2014-video-of-naga-sadhu-beaten-up-by-sikhs-shared-as-recent-after-aap-victory-in-punjab/
473,https://www.altnews.in/a-video-of-a-sikh-man-beaten-up-in-ludhiyana-shared-as-pakistan-with-communal-narrative/
474,https://www.altnews.in/video-of-alleged-vote-tampering-in-wb-municipal-elections-viral-as-recent-up-polls/
475,https://www.altnews.in/viral-video-claiming-yogi-adityanath-broke-into-tears-during-a-screening-of-the-kashmir-files-is-from-2017/
476,https://www.altnews.in/video-from-march-5-falsely-shared-as-post-poll-violence-by-aap-punjab/
477,https://www.altnews.in/old-video-of-drunk-cop-shared-to-target-aap-after-punjab-win/
478,https://www.altnews.in/no-uganda-cop-did-not-hit-journalist-with-slingshot-for-asking-irrelevant-question/
479,https://www.altnews.in/fake-tweets-ascribed-to-journalists-after-bjps-win-in-up/
480,https://www.altnews.in/fight-between-customers-and-staff-in-harayana-dhaba-falsely-communalised/
481,https://www.altnews.in/no-man-in-this-video-is-not-ukrainian-president-volodymyr-zelenskyy/
482,https://www.altnews.in/old-clipped-video-falsely-viral-as-up-govt-officials-ignoring-cm-adityanaths-calls/
483,https://www.altnews.in/2019-video-from-loksabha-election-shared-as-fraud-in-up-by-bjp-members/
484,https://www.altnews.in/photo-of-car-registered-under-new-bh-series-shared-with-partial-context/
485,https://www.altnews.in/old-image-of-female-ukrainian-soldier-shared-as-wife-of-ukrainian-vp/
486,https://www.altnews.in/two-unrelated-incidents-of-theft-in-gujarat-shared-with-false-communal-narrative/
487,https://www.altnews.in/2012-video-from-palestinian-girl-tried-to-slap-soldier-shared-as-ukrain-russia-conflict/
488,https://www.altnews.in/fake-tweets-attributed-to-cnn-viral-amidst-russia-ukraine-crisis/
489,https://www.altnews.in/video-from-2014-shared-as-slain-soldiers-in-the-russia-ukraine-conflict/
490,https://www.altnews.in/false-claim-of-akhilesh-yadav-to-go-to-london-on-11-march-old-interview-with-ndtv-edited/
491,https://www.altnews.in/an-old-audio-clip-and-a-photo-of-mockdrill-shared-with-false-narrative/
492,https://www.altnews.in/old-image-of-people-of-ukrain-praying-in-the-snow-shared-as-recent-ongoing-conflict/
493,https://www.altnews.in/tata-steel-refutes-viral-audio-claiming-jamshed-irani-slammed-shiv-senas-sanjay-raut/
494,https://www.altnews.in/old-video-from-mp-falsely-linked-to-rajasthan-mans-arrest-for-allegedly-spying-for-pak/
495,https://www.altnews.in/clipped-video-of-rahul-gandhis-speech-in-manipur-shared-to-mock-him/
496,https://www.altnews.in/old-video-of-rana-ayyub-viral-as-she-has-been-taken-into-custody-in-a-money-laundering-case/
497,https://www.altnews.in/old-staged-video-of-farkhunda-killings-in-afganistan-shared-as-real/
498,https://www.altnews.in/video-of-rakhi-sawant-in-hijab-is-from-2021/
499,https://www.altnews.in/videos-from-up-and-paraguay-linked-to-minors-death-in-jharkhands-hazaribag/
500,https://www.altnews.in/video-from-pakistan-falsely-shared-as-taliban-bans-mobile-phones-in-afghanistan/
501,https://www.altnews.in/rld-president-jayant-singh-chaudharys-fake-tweet-viral-ahead-of-up-election/
502,https://www.altnews.in/old-video-from-punjab-falsely-shared-as-woman-buring-burqa-accidentally-sets-herself-ablaze/
503,https://www.altnews.in/video-from-jharkhand-falsely-shared-as-up-bjp-minister-shrikant-sharmas-convoy-attacked/
504,https://www.altnews.in/contractor-of-2018-varanasi-flyover-collapse-yet-to-be-arrested-under-yogi-govt-false-claim/
505,https://www.altnews.in/tv9-bharatvarsh-depicts-bjp-members-as-muslim-voices-in-ups-bijnor-supporting-bjp/
506,https://www.altnews.in/up-election-rss-mohan-bhagwat-sitting-with-asaduddin-owaisi-morph-image/
507,https://www.altnews.in/congress-uses-photos-of-bjp-led-assam-govts-initiative-for-punjab-poll-promise/
508,https://www.altnews.in/old-video-of-pro-khalistan-bike-rally-falsely-linked-to-pms-punjab-visit/
509,https://www.altnews.in/central-govt-employees-da-has-not-been-suspended-fake-memorandum-viral/
