User_ID,Tweet_ID,Tweet_Text
UID_8578498818575685797,TID_9191260573055543695,"Chinese and Indian troops talk after stone pelting in sikkim 3 days ago.
#ابوظبي 
#DaNi💕🍁 https://t.co/5GRBLFiQ~tulWzi5lejz"
UID_5478367285872599145,TID_947208619819910255,"Let us not muddle facts @ceSue2Yr1Rxsi 
Pl see the video on social media &amp; tell why no firearms are being carried(see 34th sec for Galwan)

And Stop quoting Agreement on Border Management to justify sending Soldiers Unarmed in tactical military situation with lives at stake https://t.co/Mnk~tf~HRtkNtINIJg:w"
UID_1420584834983937824,TID_16737098375780524299,"Chinese and Indian troops talk after stone pelting in sikkim 3 days ago. 

Bhaukaal sirf unarmed kashmiri local pe chalta hai....
.
https://t.co/6ljrqFsvZfGm9rkKqjNX"
UID_5321728043551226024,TID_7479739251314862797,"Chinese and Indian troops talk, probably after stone pelting each other 

via — https://t.co/7IKlVEFO7vvFoOkGfijw https://t.co/iUlPa6xTfffr4i7RoC7Z"
UID_1851994397950336826,TID_2345623243043922187,Chinese and Indian troops talk after stone pelting in sikkim 3 days ago. https://t.co/rWVTvqxGfnfOCGnEnVeT
UID_17185577421116811826,TID_14372660232934348984,Chinese and Indian troops talk after stone pelting in sikkim 3 days ago. https://t.co/c6lMY-UYHhNa6hbHUdfe
UID_5217620979663988918,TID_3456231531236908860,@im0YVlgimbssywc @um4qSQ @mWocn0YuCgtF9h6 @b6iCW2SQ6_3 @dY4T5GZy @qQ1Y36NkAJq4 @jDAnyz0yhQudDxR @e7SL77PTMdZ8mqJ @vGGwVE4Xkcwn9u4 @n3fKNLlKT0QQZWL @w8mkne4D7Yad @lQ9Z9QeEbHk @cxDtJRP3UchU5Z @heljhTFYhxIGB @ewPE1TQflvMr8jt @ql1GbRm Chinese and Indian troops talk after stone pelting in sikkim 3 days ago. https://t.co/-RVzWpFg45cler0viyv1
UID_17242311603271759318,TID_1657522389509276021,"छूटने नही चाहिए, ये वीडियो सबको भेजिए ये वलसाड के DPS SCHOOL  Rajbag का टीचर शकील अहमद अंसारी है इसको इतना शेयर करो की ये टीचर और स्कूल दोनों बंद हो जाए । वीडियो
वायरल होने से काफी फ़र्क पड़ता है ओर कार्यवाही होती है जिसे दया न आये वो अपना मुंह (टाइपिंग) बंद रखे । https://t.co/EciPIk7YrUJqZ0Mc:riA"
UID_13661620161494709506,TID_12629395690801949517,"ये वीडियो सबको भेजिए ये वलसाड के DPS SCHOOL Rajbag का टीचर शकील अहमद अंसारी है इसको इतना शेयर करो की ये टीचर और स्कूल दोनों बंद हो जाए वीडियो
वायरल होने से काफी फ़र्क पड़ता हैओर कार्यवाही होती है जिसे दया न आये वो अपना मुंह टाइपिंग बंद रखे @lAk_Ve @p_J8fXh https://t.co/sHz9zo:_67nH-n~4zD3r"
UID_620176111725080377,TID_7342135982862555260,"सुन लो कि प्रधान मंत्री दारूबाज है,ये वीडियो सबको भेजिए ये वलसाड के DPS SCHOOL  Rajbag का टीचर शकील अहमद अंसारी है इसको इतना शेयर करो की ये टीचर और स्कूल दोनों बंद हो जाए । वीडियो
वायरल होने से काफी फ़र्क पड़ता है ओर कार्यवाही होती है जिसे दया न आये वो अपना मुंह (टाइपिंग) बंद रखे https://t.co/OH3NrYLGxKqB6cTkk_OH"
UID_8277437464968022925,TID_907822553372588612,"@eoYUKPnFty_Y3q2 ये वलसाड के DPS SCHOOL  Rajbag का टीचर शकील अहमद अंसारी है इसको इतना शेयर करो की ये टीचर और स्कूल दोनों बंद हो जाए । वीडियो
वायरल होने से काफी फ़र्क पड़ता है ओर कार्यवाही होती है जिसे दया न आये वो अपना मुंह (टाइपिंग) बंद रखे ।😡 https://t.co/w9T8_Gsw6AFXgw~Ym4EA"
UID_6781765233406231510,TID_14848352518015894144,"ये वलसाड के DPS SCHOOL  Rajbag का टीचर शकील अहमद अंसारी है इसको इतना शेयर करो की ये टीचर और स्कूल दोनों बंद हो जाए । वीडियो
वायरल होने से काफी फ़र्क पड़ता है ओर कार्यवाही होती है जिसे दया न आये वो अपना मुंह (टाइपिंग) बंद रखे । https://t.co/25zfzuM__gEyUqpyLTue"
UID_16981052133289512744,TID_13063557664475693570,"हिंदुओ सुन लो
वलसाड के DPS SCHOOL  Rajbag का टीचर शकील अहमद अंसारी है इसको इतना शेयर करो की ये टीचर और स्कूल दोनों बंद हो जाए। वीडियो
वायरल होने से काफी फ़र्क पड़ता है ओर कार्यवाही होती है जिसे दया न आये वो अपना मुंह (टाइपिंग) बंद रखे।🙏🚩 https://t.co/wXIl0k7S37q2xcFpswmv"
UID_1001897969248895865,TID_2306503137806236245,"हिंदुओ सुन लो कि प्रधान मंत्री दारूबाज है,ये वीडियो वलसाड के DPS SCHOOL Rajbag का टीचर शकील अहमद अंसारी है इसको इतना शेयर करो की ये टीचर और स्कूल दोनों बंद हो जाए।वीडियो वायरल होने से काफी फ़र्क पड़ता है ओर कार्यवाही होती है जिसे दया न आये वो अपना मुंह (टाइपिंग) बंद रखे @cqKUU https://t.co/eFPN9qWC0VXW2qaNfjD8"
UID_6063728120550399409,TID_13018126584325429054,"ये वीडियो सबको भेजिए ये #वलसाड के #DPS_SCHOOL  Rajbag का टीचर #शकील_अहमद_अंसारी है इसको इतना शेयर करो की ये टीचर और स्कूल दोनों बंद हो जाए । वीडियो
वायरल होने से काफी फ़र्क पड़ता है ओर कार्यवाही होती है जिसे दया न आये वो अपना मुंह (टाइपिंग) बंद रखे ।😡 https://t.co/IrSffJwB6XjxiP:ZqH10"
UID_12301892325399374547,TID_9641140068600097784,"यह फिलिस्तीन या पाकिस्तान नहीं है केरल के मल्लापुरम में हमास की कार्यालय का उद्घाटन हुआ 

सोचिए यूनाइटेड नेशन  और दुनिया के 160 से ज्यादा देशों ने हमास को  आतंकवादी संगठन घोषित किया हुआ है https://t.co/7TRXzgTIasJ0M5QCG8Tf"
UID_491398388707419091,TID_14159816797432991620,"सोचिए क्या वास्तव में देश मे कानून और संविधान नाम की कोई चीज़ है?

यह फिलिस्तीन या पाकिस्तान नहीं है केरल के मल्लापुरम में हमास की कार्यालय का उद्घाटन हुआ।

सोचिए यूनाइटेड नेशन  और दुनिया के 160 से ज्यादा देशों ने हमास को  आतंकवादी संगठन घोषित किया हुआ है। https://t.co/A7zigoDX948OMLJ5qAmo"
UID_5338009589962290460,TID_7046903729459374123,"यह फिलिस्तीन या पाकिस्तान नहीं है केरल के मल्लापुरम में हमास की कार्यालय का उद्घाटन हुआ 

यूनाइटेड नेशन  और दुनिया के 160 से ज्यादा देशों ने हमास को  आतंकवादी संगठन घोषित किया हुआ है
#इस्लामिक_जेहाद"
UID_1348565230999302374,TID_10562258695870879103,"This is not Gaza or Baghdad or Tehran. These pro Hamas jehadis supporting Palestine are in Kerala's Waynad, Rahul Gandhi's constituency. This is virtually a pro Hamas branch in India. https://t.co/o0-RIvNagso0QkzYWpL4"
UID_2985062806882924098,TID_2218562434958117781,"This is not Gaza or Baghdad or Tehran. These pro Hamas jehadis supporting Palestine are in Kerala's Waynad, Rahul Gandhi's constituency. This is virtually a pro Hamas branch in India. https://t.co/GK8IO8ROdddawXGIVvGJ"
UID_7484580860491730321,TID_13278550968818636810,"यह फिलिस्तीन या पाकिस्तान नहीं है केरल के मल्लापुरम में हमास की कार्यालय का उद्घाटन हुआ #keralamodel 🥵

@mZFW8AK3 o ❤️de ka fact checker  
Fact check kar aab https://t.co/vg90ePctsda8iAkzdr2a"
UID_4588762553703122982,TID_7253717217579682041,"यह कोई फिलिस्तीन या पाकिस्तान नहीं है केरल के मल्लापुरम में हमास की कार्यालय का उद्घाटन हुआ है।
सोचिए यूनाइटेड नेशन और दुनिया के 160 से ज्यादा देशों ने हमास को आतंकवादी संगठन घोषित किया हुआ है और यहाँ ?
@c3y7ZWar @iVFEsnwXovaZZ @lHpBcznqBTSf0aQ @tM77DmnX @hqud79fa https://t.co/RJxoha2I3jc8u9Ryd9T_"
UID_16172957992755819787,TID_14997767496566955907,"यह  #फिलिस्तीन या #पाकिस्तान नहीं है केरल के मल्लापुरम में हमास की कार्यालय का उद्घाटन हुआ।

सोचिए यूनाइटेड नेशन और दुनिया के 160 से ज्यादा देशों ने #हमास को आतंकवादी संगठन घोषित किया हुआ है...!!

#IndiaStandsWithIsrael 
#IStandWithIsrael https://t.co/fMAfr0SNOnL~zMHw8or1"
UID_9095679466555305729,TID_15172063270206937052,"यह फिलिस्तीन या पाकिस्तान नहीं है केरल के मल्लापुरम में हमास की कार्यालय का उद्घाटन हुआ।

सोचिए यूनाइटेड नेशन और दुनिया के 160 से ज्यादा देशों ने हमास को आतंकवादी संगठन घोषित किया हुआ है।

#IndiaStandsWithIsrael 
#IStandWithIsrael https://t.co/wM:iAhA8zXbzqShkXy:b"
UID_3498427896299941328,TID_2883465526488034181,"यह फिलिस्तीन या पाकिस्तान नहीं है केरल के मल्लापुरम में हमास की कार्यालय का उद्घाटन हुआ 

सोचिए यूनाइटेड नेशन  और दुनिया के 160 से ज्यादा देशों ने हमास को  आतंकवादी संगठन घोषित किया हुआ है https://t.co/anR6te1DFRpzJlNNjNva"
UID_17120793812388080690,TID_14683106693209913573,"यह फिलिस्तीन या पाकिस्तान नहीं है केरल के मल्लापुरम में हमास की कार्यालय का उद्घाटन हुआ 

सोचिए यूनाइटेड नेशन  और दुनिया के 160 से ज्यादा देशों ने हमास को  आतंकवादी संगठन घोषित किया हुआ है।

ये इस देश को खोंग्रेसियों की देन है। https://t.co/7T49q8mzUnjgPUIU:7Na"
UID_16213944887981102889,TID_5076808983195234061,"यह फिलिस्तीन या पाकिस्तान नहीं है केरल के मल्लापुरम में हमास की कार्यालय का उद्घाटन हुआ 

सोचिए यूनाइटेड नेशन  और दुनिया के 160 से ज्यादा देशों ने हमास को  आतंकवादी संगठन घोषित किया हुआ है https://t.co/G928fwcl~ydW6eRVrBpg"
UID_9830434413416411316,TID_12700278958718014900,"यह फिलिस्तीन या पाकिस्तान नहीं है केरल के मल्लापुरम में मुस्लिमो द्वरा  हमास की कार्यालय का उद्घाटन हुआ ...

सोचिए यूनाइटेड नेशन  और दुनिया के 160 से ज्यादा देशों ने हमास को  आतंकवादी संगठन घोषित किया हुआ है...😡😡

*I stand ISRAEL* 🇮🇳🇮🇱💪🏻 https://t.co/GAsHHSy~TTGiJLyQ6Eli"
UID_2304204258978648868,TID_5110584472168634584,"#BoycottAdaniAmbani

किसानों से लड़ने के लिए सेना बुलाई https://t.co/SUqJRsydWLHvypj~4FPN"
UID_18047559381189920289,TID_6326733116231291557,"जालिम सरकार ने 

किसानों से लड़ने के लिए सेना बुलाई

#ShameOnBJPigs"
UID_2494723613028215395,TID_10783664584389166308,"जालिम सरकार ने 

किसानों से लड़ने के लिए सेना बुलाई #ShameOnBJPigs"
UID_11288026381808967000,TID_4501931673169609973,"जालिम सरकार ने 

किसानों से लड़ने के लिए सेना बुलाई #ShameOnBJPigs"
UID_13948786505991355705,TID_16625117597300408865,"जालिम सरकार ने 

किसानों से लड़ने के लिए सेना बुलाई #ShameOnBJPigs"
UID_6746098371692294606,TID_16063456913072252219,"#BoycottAdaniAmbani

किसानों से लड़ने के लिए सेना बुलाई https://t.co/9kcEBc1cGBto1qKCWlNs"
UID_16708868207942722899,TID_2977463932796020970,"Abtu modi sarkar border se army delhi bola rahi hai 
Kisan andolan ko mitane, https://t.co/Zzb-P:1tNEicPAojba6t https://t.co/ENESaggjcaEz6VH_VmnP"
UID_10194589961541753944,TID_13220807116342309870,"#BoycottAdaniAmbani
एक तरफ जवान एक तरफ किसान 
किसानों से लड़ने के लिए सेना बुलाई https://t.co/3XqNZFYTVt3ky2loEAZ_"
UID_15338166772563854842,TID_7732293784536124700,"जालिम सरकार ने 

किसानों से लड़ने के लिए सेना बुलाई #ShameOnBJPigs"
UID_6352703649613535451,TID_5937858065202198403,"#BoycottAdaniAmbani

किसानों से लड़ने के लिए सेना बुलाई https://t.co/r7kCXzn1fWSK2mQ-UAc8 https://t.co/nrhSXpsLds3rJCFikeZg"
UID_6746098371692294606,TID_9238739021962142446,"#BoycottAdaniAmbani

किसानों से लड़ने के लिए सेना बुलाई https://t.co/s~_WV2q:LTWfO8I9dmZP"
UID_12846692325865649300,TID_16963099031370301312,"जालिम सरकार ने  किसानों से लड़ने के लिए सेना बुलाई।

 बॉइकॉट जारी रखे, इनकी औकात नहीं हैं किसानों पे आर्मी से हमला करा सके। 

RT meximum ✊✊✊🏹

         👇👇👇
#BoycottRelianceProducts

#14दिसंबर_भारतबंद
#मोदी_मस्त_जनता_त्रस्त
#12_दिसंबर_को_टोल_प्लाजा_बंद
#PM_सुस्त_टोल_मुफ़्त https://t.co/cxNkCqJ2F:aG9RNjxkvx"
UID_418536573127437944,TID_4994455081928874026,"#BoycottAdaniAmbani

किसानों से लड़ने के लिए सेना बुलाई https://t.co/-y2jtwG-zjalvD-grTBH"
UID_15606496707974672121,TID_11479052816198142678,"जालिम सरकार ने 

किसानों से लड़ने के लिए सेना बुलाई https://t.co/pjyn5POHaBCvk3lRub2x"
UID_10331081914828086906,TID_10553066006406757068,"जालिम सरकार ने 

किसानों से लड़ने के लिए सेना बुलाई https://t.co/rFecRwozndUR7fva~:FU"
UID_14126964927868363976,TID_14421383972099893804,"जालिम सरकार ने 

किसानों से लड़ने के लिए सेना बुलाई #ShameOnBJPigs"
UID_10331081914828086906,TID_10183750453259912979,"जालिम सरकार ने 

किसानों से लड़ने के लिए सेना बुलाई #ShameOnBJPigs https://t.co/cu00UHb_NliULNI6VIB4"
UID_14513399923859102959,TID_7641779414212131523,Looking at the movement of the Army on the highway to Delhi our man has started shitting bricks....he thinks they’re going to take the Khalistani’s to task 😂😂😂 https://t.co/ML065nJNit4YJ4_Xx2X4
UID_10084719564519882609,TID_468509520706910276,"जालिम सरकार ने 

किसानों से लड़ने के लिए सेना बुलाई #ShameOnBJPigs"
UID_1539815685112292450,TID_10160800303740968855,"किसानों से लडने के लिए,
सेना बुलाई जा रही है

समय आ गया है देश को एक हो कर
किसानों का साथ देने के लिए"
UID_15407774242937926305,TID_4374484468039000728,"Concerned for the well being of #ArnabGoswami &amp; his wife who were attacked just now, on their way home from work.

I condemn this attack &amp; appeal to the Govt. to take serious action against the attackers &amp; provide him security.

@c3y7ZWar
#IsupportArnabGoswami  @rXfOwhnj0U690 https://t.co/k:A-XEEKLeonpFbaLs0Q"
UID_18261413826363673399,TID_13893310914996807053,"I condemn the violent attack on Mr Arnab Goswami &amp; His Wife in Mumbai!
This is not how street thuggery can take over Freedom of Expression.
Maharashtra Government needs to seriously look into this.
The perpetrators should not go unpunished!
#ISupportArnavGoswami https://t.co/hQMnJcTi52~~1IZ4uSKC"
UID_8950017482573311175,TID_6862475889228059092,"#IsupportArnabGoswami
 #ArnabAttacked 
I condemn the violent attack on Mr Arnab Goswami &amp; His Wife in Mumbai! This is not how street thuggery can take over Freedom of Expression.Maharashtra Government needs to seriously look into this.
The perpetrators should not go unpunished!"
UID_1298598628706968918,TID_4953103222659139698,"I condemn the violent attack on Mr Arnab Goswami &amp; His Wife in Mumbai!
This is not how street thuggery can take over Freedom of Expression.
Maharashtra Government needs to seriously look into this.
The perpetrators should not go unpunished!
@m4wXxcVmN7IL"
UID_3200842151448106072,TID_3155495484065629320,"Ashoke Pandit knew about attack on Arnab a full ten minutes before it supposedly happened 😂

These #PaidNazi enthu cutlets of BJP IT cell started posting their drafted tweet much before they were supposed to

Arnab hire better scriptwriters and directors next time. https://t.co/wwe5b:-~Cb0qBUSRkh38"
UID_7617183083967309018,TID_3064585987244461905,"#IsupportArnabGoswami
Concerned for the well being of #ArnabGoswami &amp; his wife who were attacked just now, on their way home from work.
I condemn this attack &amp; appeal to the Govt. to take serious action against the attackers &amp; provide him security.
@c3y7ZWar
#ISupportArnabGoswami"
UID_1071218787983526810,TID_5411744417933841411,"@xali6bOBLo8sB2G I condemn the violent attack on Mr Arnab Goswami &amp; His Wife in Mumbai!
This is not how street thuggery can take over Freedom of Expression.
Maharashtra Government needs to seriously look into this.
The perpetrators should not go unpunished!"
UID_6829576387786824747,TID_11251516011404329994,"@bquC15gXv6bL @vFnRLd9dvTXM I condemn the violent attack on Mr Arnab Goswami &amp; His Wife in Mumbai!
This is not how street thuggery can take over Freedom of Expression.
Maharashtra Government needs to seriously look into this.
The perpetrators should not go unpunished!"
UID_6781765233406231510,TID_2055973375672524186,"I condemn the violent attack on Mr Arnab Goswami &amp; His Wife in Mumbai!
This is not how street thuggery can take over Freedom of Expression.
Maharashtra Government needs to seriously look into this.
The perpetrators should not go unpunished!"
UID_2433737060497362849,TID_9341385226661930074,"#ArnabExposesSonia I condemn the violent attack on Mr Arnab Goswami &amp; His Wife in Mumbai!
This is not how street thuggery can take over Freedom of Expression.
Maharashtra Government needs to seriously look into this.
The perpetrators should not go unpunished!"
UID_14640600663241820977,TID_9404575618926928570,"#अर्नब_गोस्वामी_को_सुरक्षा_दो
I condemn the violent attack on Mr Arnab Goswami &amp; His Wife in Mumbai!
This is not how street thuggery can take over Freedom of Expression.
Maharashtra Government needs to seriously look into this.
The perpetrators should not go unpunished!"
UID_7610792313862467527,TID_11842497513460792186,"#ArnabGoswamiAttacked #ArnabGoswami I condemn the violent attack on Mr Arnab Goswami &amp; His Wife in Mumbai!
This is not how street thuggery can take over Freedom of Expression.
Maharashtra Government needs to seriously look into this.
The perpetrators should not go unpunished https://t.co/4lk4TWZImzmB_jZWTmWk"
UID_12197390810769737930,TID_7329907808006526814,"@oVJJYNQI @H5Jwiz833l I condemn the violent attack on Mr Arnab Goswami &amp; His Wife in Mumbai!
This is not how street thuggery can take over Freedom of Expression.
Maharashtra Government needs to seriously look into this.
The perpetrators should not go unpunished!"
UID_4083039171505906580,TID_10529553906061148211,"@c3y7ZWar @gHoQ4nE7lYNR0x6 I condemn the violent attack on Mr Arnab Goswami &amp; His Wife in Mumbai!
This is not how street thuggery can take over Freedom of Expression.
Maharashtra Government needs to seriously look into this.
The perpetrators should not go unpunished!"
UID_10665837533435149292,TID_7426767664104752891,"Concerned for the well being of #ArnabGoswami &amp; his wife who were attacked just now, on their way home from work.

I condemn this attack &amp; appeal to the Govt. to take serious action against the attackers &amp; provide him security.

@c3y7ZWar
#ISupportArnabGoswami"
UID_2894129020927601471,TID_5521386099134217030,"Concerned for the well being of #ArnabGoswami &amp; his wife who were attacked just now, on their way home from work.

I condemn this attack &amp; appeal to the Govt. to take serious action against the attackers &amp; provide him security.

@c3y7ZWar
#ISupportArnabGoswami"
UID_8351757672196009151,TID_15883588096876311527,"#AttackOnArnab 
I condemn the violent attack on Mr Arnab Goswami &amp; His Wife in Mumbai!
This is not how street thuggery can take over Freedom of Expression.
Maharashtra Government needs to seriously look into this.
The perpetrators should not go unpunished!
I support Arnab Goswsmi"
UID_10621312288878516702,TID_5569354242235343076,"@blA1fvpBQXWExw4 Yes jahanvi #IsupportArnabGoswami 
 I condemn the violent attack on Mr Arnab Goswami &amp; His Wife in Mumbai!
This is not how street thuggery can take over Freedom of Expression.
Maharashtra Government needs to seriously look into this.
The perpetrators should not go unpunished!"
UID_11581887457539945133,TID_13473096862366504832,"I condemn the violent attack on Mr Arnab Goswami &amp; His Wife in Mumbai!
This is not how street thuggery can take over Freedom of Expression.
Maharashtra Government needs to seriously look into this.
The perpetrators should not go unpunished!
#SoniaGoonsAttackArnab https://t.co/F82Dk65WTD7T3XC5D0cv"
UID_17173559212664468534,TID_7143203721849126456,"@AFt1isquN @rKGcR3FTFz6 I condemn the violent attack on Mr Arnab Goswami &amp; His Wife in Mumbai!
This is not how street thuggery can take over Freedom of Expression.
Maharashtra Government needs to seriously look into this.
The perpetrators should not go unpunished!"
UID_11870259272500995015,TID_12448802890377798536,"#SoniaGoonsAttackArnab
I condemn the violent attack on Mr Arnab Goswami &amp; His Wife in Mumbai!
This is not how street thuggery can take over Freedom of Expression.
Maharashtra Government needs to seriously look into this.
The perpetrators should not go unpunished!"
UID_657600530965536070,TID_18203421165304193839,"Concerned for the well being of #ArnabGoswami &amp; his wife who were attacked just now, on their way home from work.

I condemn this attack &amp; appeal to the Govt. to take serious action against the attackers &amp; provide him security.

@c3y7ZWar
#IsupportArnabGoswami  @fOfi1SEGa1t5j"
UID_9120286886697045203,TID_12266788851411991751,"I condemn the violent attack on Mr Arnab Goswami &amp; His Wife in Mumbai!
This is not how street thuggery can take over Freedom of Expression.
Maharashtra Government needs to seriously look into this.
The perpetrators should not go unpunished!"
UID_7848824775706298009,TID_4391860782560932908,"Concerned for the well being of #ArnabGoswami &amp; his wife who were attacked just now, on their way home from work.

I condemn this attack &amp; appeal to the Govt. to take serious action against the attackers &amp; provide him security.

@c3y7ZWar
#ISupportArnabGoswami
@oRLfV2xHG8Og https://t.co/7aMCZykTlv8:t8tkRRlv"
UID_12971884059118888226,TID_6078758273479988980,"@fSz6u2fL5dDyLw @oV3uJa8MsE @hsNk78ke @gpmiLJTnZT5 @x_jIJ9P7Owa8u @obBneT @eFqawIHmn I condemn the violent attack on Mr Arnab Goswami &amp; His Wife in Mumbai!
This is not how street thuggery can take over Freedom of Expression.
Maharashtra Government needs to seriously look into this.
The perpetrators should not go unpunished!"
UID_6829576387786824747,TID_10135168833521024313,"@uzralsq_j0I74AC @oRLfV2xHG8Og @bSX1OfB @l0sjLknBpmHa_7 @kPwLse2 @wJjJ6K6SnL69LG @rBPhhN572GxH0UY @ftT7xCHMmSvtd @jLg0yGTGhRUTj I condemn the violent attack on Mr Arnab Goswami &amp; His Wife in Mumbai!
This is not how street thuggery can take over Freedom of Expression.
Maharashtra Government needs to seriously look into this.
The perpetrators should not go unpunished!"
UID_16791052684995054076,TID_15330819884754025326,"कांग्रेस के गुंडे I condemn the violent attack on Mr Arnab Goswami &amp; His Wife in Mumbai!
This is not how street thuggery can take over Freedom of Expression.
Maharashtra Government needs to seriously look into this.
The perpetrators should not go unpunished!"
UID_7002545535621376628,TID_11851272074564255359,"ક” કમળનો “ક”તો બરાબર ઘૂંટ્યો પણ “ક્ષ શિક્ષણનો “ક્ષ”એવું કોઈએ ભણાવ્યું નહિ !
૯૦૦ યુનિવર્સીટી અને ૪૦ હજાર કોલેજોના આ દેશમાં શિક્ષણ એક કોમોડિટી બની ચૂક્યું છે જેના ખરીદદાર અને વેચનાર બંને બેશરમ છે.
પેપર લીક,પરીક્ષા ચોરી, નકલી ડિગ્રી સર્ટિફિકેટ જેવા વાયરસથી શિક્ષણ વ્યવસ્થા ત્રસ્ત છે. https://t.co/-JY-crZhE5fjuzRJFcyH"
UID_14315120676140004443,TID_15191518224177392391,"❤️
#FarmersProtest  #LangarSewa https://t.co/SXzUmlfdJggJwmYPv3i8"
UID_8177493998320278668,TID_10751000674487534269,"शांतिदूतो का नया कारनामा…
आपकी गली में ऐसे टोपी वाले फ़क़ीर घूमते है तो लात मार के बाहर फेंको सालो को @wLek1btrYcg @rjNgo_TN https://t.co/-QCX135bA-AUQo34K~dS"
UID_6104921866098400794,TID_10130570932500866702,"शांतिदूतो का नया कारनामा…

आपकी गली में ऐसे टोपी वाले फ़क़ीर घूमते है तो …

उसकी गली में घुसने न दे… https://t.co/Zb32QFC_rareSLx31fJ_"
UID_12356812331233776854,TID_13764830650330347372,"भूलना नहीं है बिहारवासियों!

यह तिरस्कार और दुर्व्यवहार भले आपके साथ नहीं हुआ हो, पर आपके दूसरे गरीब बिहारी भाइयों के साथ ज़रूर हुआ है!

उनके स्वाभिमान व न्याय की ख़ातिर 
भूलना नहीं है बिहारवासियों!

और आपके अंदर किसी का समर्थक बाद में, इंसान पहले पैदा हुआ था! @ljY9desToWifbK https://t.co/LlQNHY6Bw7xK5EaSyayj"
UID_9054049718292764867,TID_17046115477402519764,"#मीना_मीणा_एक_है #NDTV .जो भूल जाते हैं,
दोबारा भोगते पाए जाते हैं!

भूलना नहीं है बिहारवासियों!
यह आपके साथ नहीं हुआ हो, पर आपके दूसरे गरीब बिहारी भाइयों के साथ ज़रूर हुआ है!

उनके स्वाभिमान व न्याय की ख़ातिर 
भूलना नहीं है बिहारवासियों!@jtQZnWuG3ubEBq7 @fdV5k4RjpMC https://t.co/jbEg9kX68f2uMhi_l82L"
UID_13257656006203880626,TID_2127643087476057151,"भूलना नहीं है बिहारवासियों!

यह तिरस्कार और दुर्व्यवहार भले आपके साथ नहीं हुआ हो, पर आपके दूसरे गरीब बिहारी भाइयों के साथ ज़रूर हुआ है!

उनके स्वाभिमान व न्याय की ख़ातिर 
भूलना नहीं है बिहारवासियों!

और आपके अंदर किसी का समर्थक बाद में, इंसान पहले पैदा हुआ था! https://t.co/gjAc203eq~Pjp2eOY3xM"
UID_581523318253212983,TID_817165847279406847,"भूलना नहीं है बिहारवासियों!

यह तिरस्कार और दुर्व्यवहार भले आपके साथ नहीं हुआ हो, पर आपके दूसरे गरीब बिहारी भाइयों के साथ ज़रूर हुआ है!

उनके स्वाभिमान व न्याय की ख़ातिर 
भूलना नहीं है बिहारवासियों!

और आपके अंदर किसी का समर्थक बाद में, इंसान पहले पैदा हुआ था! https://t.co/0BCqppUAmDf~xEputYGH"
UID_3948443594167327575,TID_2136557338581698274,"#मोदी_सरकारी_नौकरी_दो
जो भूल जाते हैं,
दोबारा भोगते पाए जाते हैं!
भूलना नहीं है बिहारवासियों
यह आपके साथ नहीं हुआ हो, पर आपके दूसरे गरीब बिहारी भाइयों के साथ ज़रूर हुआ है!
उनके स्वाभिमान व न्याय की ख़ातिर 
भूलना नहीं है बिहारवासियों!

#मोदी_सरकारी_नौकरी_दो https://t.co/NbRDnoTLMPFjBfzk7clW"
UID_8206082743250361926,TID_10957107836684406668,"@tdD4uG5hJ भूलना नहीं है बिहारवासियों!

यह तिरस्कार और दुर्व्यवहार भले आपके साथ नहीं हुआ हो, पर आपके दूसरे गरीब बिहारी भाइयों के साथ ज़रूर हुआ है!

उनके स्वाभिमान व न्याय की ख़ातिर 
भूलना नहीं है बिहारवासियों!

और आपके अंदर किसी का समर्थक बाद में, इंसान पहले पैदा हुआ था! https://t.co/ju3TIAaDjg9MfSHP1cDT"
UID_5188553561658505234,TID_3273760404842286919,"जो भूल जाते हैं,
दोबारा भोगते पाए जाते हैं!

भूलना नहीं है बिहारवासियों!
यह आपके साथ नहीं हुआ हो, पर आपके दूसरे गरीब बिहारी भाइयों के साथ ज़रूर हुआ है!

उनके स्वाभिमान व न्याय की ख़ातिर 
भूलना नहीं है बिहारवासियों!
#बिहारचुनाव 
#का_किये_हो_मोदीजी 
#मोदी_सरकारी_नौकरी_दो https://t.co/ZhUjAbm8eJ~GAxvjhrmw"
UID_6093424281469062493,TID_7762797374648397081,"जो भूल जाते हैं,
दोबारा भोगते पाए जाते हैं!

भूलना नहीं है बिहारवासियों!
यह आपके साथ नहीं हुआ हो, पर आपके दूसरे गरीब बिहारी भाइयों के साथ ज़रूर हुआ है!

उनके स्वाभिमान व न्याय की ख़ातिर 
भूलना नहीं है बिहारवासियों! https://t.co/NrfzUfWCoYhTKzAA6XYS"
UID_12860738930800179363,TID_3941215801011324217,"भूलना नहीं है बिहारवासियों!

यह तिरस्कार और दुर्व्यवहार भले आपके साथ नहीं हुआ हो, पर आपके दूसरे गरीब बिहारी भाइयों के साथ ज़रूर हुआ है!

उनके स्वाभिमान व न्याय की ख़ातिर 
भूलना नहीं है बिहारवासियों!

और आपके अंदर किसी का समर्थक बाद में, इंसान पहले पैदा हुआ था! https://t.co/OhYW-KlZWMYU8qrRkKag"
