,Tweet_ID,User_ID,Tweet_Text
225,TID_2165959661604895355,UID_11600309056731412697,केरल में RSS  समर्थक महिला को मुस्लिमो ने गोली मारी और हिम्मत दिखाए गोली मारकर भागे नहीं भाषण दे रहे हैं ये विडियो मोदी जी के पास जरूर जाना चाहिए https://t.co/~_4p~~NYPny73jy5OYx6
226,TID_16794438439334747049,UID_5180244459550039277,"Shocking beyond words if true ..
Europe downfall is inevitable as predicted by me

Yesterday somewhere in Paris on a Metro Underpass.. 

This bunch of Piecefool Migrants were doing what they do best .. 
Taharrush ( roughly translates to mass molestation of women ).

Unfortunately https://t.co/rCXTJy2pye~nwgg3qAlo"
227,TID_12232304312533411002,UID_15424367004831861556,"News of BJP's big win under Prime Minister Modi splashed in Canary Warf, prominent business district of London. Zoom it.. #IAmNewIndia https://t.co/1M_NdVUfgyNtJkrS8QV8"
228,TID_9401006895815290861,UID_288852895958812698,Video with C-704 https://t.co/k_WGDL5sex_-vGDmaAOD
229,TID_12115166879569377791,UID_2494723613028215395,"जिस पुलिस वाले के सर पर लगी उस को
गौर से देखना अखबार में फ़ोटो भी आया है..
और इस के आधार पर मुस्लिम लड़को को
जेल में बंद भी किया गया...

आगे वीडियो है उसको जरूर देखें.... https://t.co/CNgOae-8V6bWpHW24BsV"
230,TID_1720949262194517303,UID_6433997485211975298,"The jehadi from Tamil Nadu who gave the death threat to the Karnataka High Court judge who gave the hijab verdict. He is currently in the custody of Karnataka Police (not Tamil Nadu Police). And judging by his walk, he is getting the appropriate treatment. https://t.co/s9b7x-ZwRuJZwA47YRAq"
231,TID_13140057077384408398,UID_13646516938294326359,पं० बंगाल का एक और ज़िहादियों के लिये ज़िहादी फैसला | लगता है  कि 30% के लालच मींर ज़ाफर की कनींज़  पं ०बंगाल की वज़ीरे आला  पं०बंगाल को भारत से अलग कर पाकिस्तान से जोड़नें की नापाक साजिश में अपनेें क़दम बड़ा रही है | भारत सरकार को गम्भीरता से इस साजिश को देखना बेहद आवश्यक है | https://t.co/tUdBIzb9vtXrnYQK6ywx
232,TID_8436606066768264110,UID_808326958293225887,"@bKRJSSFh8 उपरोक्त वीडियो वर्ष 2018 का है कृपया इसको वर्तमान का वीडियो बताकर असत्य और भ्रामक दुष्प्रचार ना करें, अन्यथा आप के विरुद्ध वैधानिक कार्यवाही की जाएगी । https://t.co/i5J038v:p5GG1ZVjFNos"
233,TID_1585694891116118216,UID_12901906962516064181,"थाना नन्दग्राम पुलिस द्वारा दिनांक 17-09-22 को महिला की हत्या की घटना का किया सफल अनावरण, घटना कारित करने वाला हत्यारा अभियुक्त  गिरफ्तार,कब्जे से घटना मे प्रयुक्त आला कत्ल धारादार कुल्हाडी बरामद। https://t.co/3MF1JknoSr_mcBjrFXZn"
234,TID_12448379973200254250,UID_6821132641341427734,"मथुरा के #गोवर्धन परिक्रिमा मार्ग में अवैध रूप से अतिक्रमण कर बनी मजारो पर J C B चला कर साफ किया जा रहा है, यह काम करने की क्षमता केवल योगी बाबा में ही है💪 https://t.co/PNxRygoVau:lqO7Ev1jw"
235,TID_2929869440154829828,UID_11941553833656175078,Dear TDP and YSRCP supporters. No exit poll results have come. No clue where this graphic is from
236,TID_8541954104403042471,UID_14175262938273781605,Gauahar Khan. #RafahOnFıre https://t.co/A4HnsfqNV9JZxks2SdhI
237,TID_6677337716746326239,UID_11288026381808967000,रामनवमी पे पत्थर फेंकने वाली शेरनियों की विदाई🤣🤣🤣 https://t.co/KESRdgZjeiNu6UHez36H
238,TID_7564679549134177646,UID_16371204876076456164,"क्या तेलंगाना भारत का पहला इस्लामिक राज्य बन गया है??

तेलंगाना में कलेक्टर ऑफिस की नई इमारत का उद्घाटन नमाज और कलमा पढ़ कर किया गया https://t.co/GTn6RNYD8Akf-DF9ucP1"
239,TID_3259234672061875978,UID_2800510193568787267,"Kejriwal Ji said Sisodia was the best Education Minister in india &amp; Delhi's School models are World class! 
I'm told, the new Education Minister of Delhi Atishi has publicly exposed both Kejriwal and Sisodia !! https://t.co/of9-VDhqXuLPbikIksKD"
240,TID_7142935073938763548,UID_16313165918153875589,Pentagon mall sidcul haridwar👑👑 #ShahRukhKhan #Pathan #PathaanFirstDayFirstShow #Pathaan_Dekhega_Hindustan https://t.co/1i8BXdvY5iCleigtN9SA
241,TID_562749263855744032,UID_12990336403188175064,All these red arrows are church surrounding Golden Temple ...many funded by Canada based evangelical groups .... and #khalistani  have problems with India?  first they should protect  Har-Mandir Sahib https://t.co/wQIWycT8jm5nNCrQZGq9
242,TID_9372377027891523005,UID_16371204876076456164,"बांग्लादेश के एक वायरल वीडियो में हलाला विवाह के संबंध में शरिया कानून के आधार पर न्याय करते हुए दिखाया गया है।

एक युवक ने गुस्से में आकर अपनी पत्नी को तीन तलाक दे दिया। शरिया कानून का पालन करते हुए, वह गांव के एक बुजुर्ग मौलवी के साथ एक रात के लिए अपनी पत्नी की अस्थायी शादी https://t.co/AzrpKgu87W26MSAd9xS2"
243,TID_8790246943331386017,UID_17626585942016285521,"मुझसे एक पत्रकार ने पूछा कि ""राहुल जी, आप जाति जनगणना और हक की बात कर रहे हैं, तो क्या इससे देश नहीं बंट रहा है?""

मैंने जवाब में उनसे पूछा कि ""मीडिया में, कितने अखबारों के मालिक पिछड़े, दलित,आदिवासी वर्ग से हैं?- वह चुप हो गया।

मैंने कहा कि देश में करीब 50% OBC, 15% दलित, 8% https://t.co/r4Dy0:QaNt5Qx5yvgzDq"
244,TID_5333131304234246242,UID_2530972759749242516,"सारण पुलिस द्वारा वायरल वीडियो की सूचना प्राप्त होने के 8 घंटे के अंदर घटनास्थल का सत्यापन कर सभी 6 अभियुक्तों की पहचान कर ली गई है।वायरल वीडियो में शामिल 4 अभियुक्तों को गिरफ्तार कर लिया गया है,शेष अभियुक्तों की गिरफ्तारी शीघ्र ही संभावित है।
@gISC3z6xxR1 https://t.co/IQ5qzmGNbKPR5eMrkAWQ"
245,TID_12454444472272266317,UID_10349443011700343728,"आइए मिलिए एक बार पूर्व पाकिस्तान प्रधान मंत्री बेनज़ीर भुट्टो  — जिन्हें आत्मघाती बम और गोलीबारी से मार कर हत्या कर दी थी — के इस लायक़ बेटे से ।

गौर तलब है की इस मुल्क के कुछ मियाँ बंदूको से बात करते है तो कुछ इन लचकीले नाच की कलाओं से — दोनो ही ख़तरनाक

https://t.co/H8_BacIlwzfeXtvAME~-"
246,TID_6944071441836904824,UID_5300339344525496466,"केरला में हिंदुओं के घरों पर पत्थर फेंक रहे मुस्लिम
साथ में धमकियों का दौर जारी है और कहा जा रहा है कि यहां से घर खाली कर दो
जैसा कि कश्मीर में हुआ वह केरला में दोहराने की प्लानिंग चल रही है https://t.co/k6ftI8inVPJ3GMpzzy0D"
247,TID_6340163715936088243,UID_4271993912771952685,"ಉಚಿತ ಬಸ್ ಪ್ರಯಾಣಕ್ಕೆ ಅತಿ ಹೆಚ್ಚು ಸಂಖ್ಯೆಯಲ್ಲಿ ಮಹಿಳೆಯರು ಬಂದಿದ್ದಕ್ಕೆ ನೂಕು ನುಗ್ಗಲು ಉಂಟಾದ ಪರಿಣಾಮ ಕೆಎಸ್ಆರ್​ಟಿಸಿ ಬಸ್​ನ ಬಾಗಿಲು ಮುರಿದು ಹೋಗಿದೆ. ಈ ಘಟನೆಯು ಮಂಡ್ಯ ಜಿಲ್ಲೆಯ ಮಳವಳ್ಳಿ ಪಟ್ಟಣದ ಬಸ್ ನಿಲ್ದಾಣದಲ್ಲಿ ನಡೆದಿದೆ. 

#newsfirstkannada #newsfirstkannada #KSRTC #bus #mandya #ViralVideos https://t.co/Rp3~JEw5tZBEliETido_"
248,TID_16417032221279485508,UID_7754891257872077132,हाथमे तलवार लेकर दिल्ली पुलिस की रक्षा करते धर्मरक्षक.. https://t.co/7y82~ZTWptX3kYOQhza_
249,TID_3917528083084575749,UID_9133747142632883526,#Palestine 🇵🇸: latest photos coming out of the emergency ward of a #Gaza hospital. https://t.co/HfcrsOCjWz0:lmndC_FF
250,TID_15841258622775444540,UID_14978137642234802846,"Never Foget Never Forgive

Heartfelt tributes to our brave heroes who lost their lives in #PulwamaAttack .
The Nation🇮🇳 will always be Indebted by your Supreme Sacrifice. Salute to the families.
#PulwamaAttack2019
#PulwamaAttack
#BlackDayForIndia https://t.co/kyVYXgt:j2slytDfK7iK"
251,TID_10016466657908148566,UID_6964523502058136476,आतंकी और उनके समर्थक बाड़ फांदकर इजरायली क्षेत्र में घुसने की कोशिश कर रहे हैं. #Israel - #Lebanon सीमा का दृश्य https://t.co/IbL2UtV7~cl244ElPV8N
252,TID_11726591166130338021,UID_1342613681394036399,"लव-मैरिज के कागज के दम पर लड़की ने अपने मां-बाप से जिहादी के जुड़वाये हाथ -पैर,,
गुजरात की घटना
कुछ लड़की अपने मां-बाप की ही नहीं किसी की सगी नहीं होती https://t.co/SE63mv9b0sdNboX67RhL"
253,TID_12475523093802586592,UID_436647435914534271,"बस यही फ़र्क है एक दिन के हिन्दू बनने में, और सनातनी हिंदू के जो कर्म - धर्म से परंपरा का पालन हमेशा करते हैं....

#योगी_आदित्यनाथ ने होलिका दहन के बाद राख को माथे पर लगाया.. #परंपरा https://t.co/nvAw_1l1EUao836SsVbG"
254,TID_2424375326157225291,UID_10379761751422942101,दिनांक 15.05.2018 को हुए कैण्ट रेलवे स्टेशन के सामने निर्माणाधीन फ्लाईओवर हादसे में चल रही विवेचना मे 08 अभियुक्तों को @p98MFdDMfGd5qC द्वारा गिरफ्तार कर जेल भेजा गया है। @eRf1e2lv9ctOCpW @pxpV0qVipA9OfnE @cqKUU @gDiS1gyh @gEwke4vQsp @nC2qL5lBDqxWrb @rE7CYtOD1DZWa @vpZO0r8z5h https://t.co/UlZPyST8FeWYobOMJvzl
255,TID_5104154093967951980,UID_16822457820743605426,@tjpUSA2D7a Aerial view of the protest @tjpUSA2D7a https://t.co/aHTMoHHN7:7MHoOkG9KN
256,TID_3371006026464348630,UID_11629292093349559841,طرح امرأة أرضا لاعتراضها موكب الرئيس الأميركي جو #بايدن في #الولايات_المتحدة https://t.co/Q61M4--LxoJNv0P9C4ns
257,TID_13376750939081351190,UID_16687137935206951392,"Tired of people asking, If this account is authentic or not. This is not the first time and won't be the last, so making it clear for once and all. 

If Sonia Ji or MMS Ji decides to come on Twitter, They will have a VERIFED twitter account.

So please don't follow fake accounts."
258,TID_6959940596136082907,UID_14882081712380902952,"What happens when 2 EVs collide. 

Once lithium battery ignites, it cannot be easily extinguished and fumes are toxic https://t.co/EyXdSf~GFqgEdFn-F1od"
259,TID_12568277262453649751,UID_15326133086436649706,"New Parliament House
Two new records
It was built in merely  17 months 
TATA bulit it and only 1 rupee as a cost to the govt. 
This is TATA ‘s gift to nation.

Proud being a part of TATA GROUP 🤘

Jai Hind Vande Matram https://t.co/~gVEGfxD5qL8WDXYZ3DG"
260,TID_8252519357161041727,UID_11072990522394015219,ये जनसैलाब तानाशाह के अंत की इशारा है...?🔥 https://t.co/MIzbGONv0m4KLM0NWANm
261,TID_1728442553415608935,UID_6162400997795746884,Meanwhile in West Bengal https://t.co/dR1EqGmg25wpIMKuHbM2
262,TID_13013980754756890694,UID_10950159359599045042,"दामाद ने दहेज में मांगी मोटरसाइकिल तो ससुर ने सबके सामने चप्पल से मारा। वीडियो सोशल मीडिया पर वायरल। 

#viralvideo https://t.co/vdSi9_YSuKD8yx66~XrX"
263,TID_10510272258198093636,UID_1173610075877210343,"क्या कलियुग आ गया मेरे ईश्वर अपनी ही बेटी के साथ लव मैरिज 

अपनी सगी बेटी से प्यार किया और शादी कर ली, 4 साल से दोनों के बीच प्रेम संबंध था शैतान को भी शर्म आए

 ऐसा काम किया है, यह कौन सा युग चल रहा है कलयुग तो मैं नहीं मानवता उस से भी बड़ा भयंकर युग चल रहा है https://t.co/6uLeeeQaZVZSY4uA3LoR"
264,TID_4556215380196029370,UID_199564838828523125,@eDoF9UpXT1jZlE @p0j22vjNeaH2dNT कौन से चैनल पर कहा है कृपया वह वीडियो दिखाएं
265,TID_6625163584308520540,UID_7286470334930969094,ये कब हुआ? https://t.co/V:UcI7M5wMC0d9M1EPSD
266,TID_15243458136253762792,UID_764572817289127592,Shawry for colonisation https://t.co/Q2v-96X4lasLBvBLvuGN
267,TID_10973376270894648254,UID_7590871404224653949,"ಹಿಂದೂಗಳೇ ಎಚ್ಚೆತ್ತುಕೊಳ್ಳಿ.!

ಇದು ಕರ್ನಾಟಕದ ವಿಡಿಯೋ !!

ವಿಡಿಯೋದಲ್ಲಿರುವ ಬುರ್ಖಾ ತೊಟ್ಟಿರುವ ಹುಡುಗಿ ಹಿಂದೂ ಹುಡುಗಿಯನ್ನು ಬ್ರೈನ್‌ವಾಶ್ ಮಾಡಿ ಆ ಹಿಂದೂ ಹುಡುಗಿಗೆ ಬುರ್ಖಾ ಧರಿಸುವಂತೆ ಮಾಡಿ ಕಾರಿಡಾರ್‌ನಲ್ಲಿ ನಿಂತ ಶಾಂತಿಪ್ರಿಯ ಹುಡುಗನೊಂದಿಗೆ ಹೋಗುವಂತೆ ಹೇಳುತ್ತಿದ್ದಾಳೆ.
ಇದು ಲವ್ ಜಿಹಾದ್ ಪ್ರಕರಣ
https://t.co/fXE49PsGoC1TcIbN_NI~"
268,TID_9428296379742737060,UID_9244231122533207175,"विनम्र निवेदन 🙏
कोहरे को देखते हुए जब तक अत्यधिक आवश्यक ना हो, सुबह-सुबह हाइवे का सफर ना करें।

समय हो तो 1 मिनट 33 सेकंड का यह वीडियो पूरा देख लें प्लीज। 👇 https://t.co/7RWHfzE_Rq6lO:gtPWlt"
269,TID_1276573670263295656,UID_17082024629145046790,"क्या यह सच है ??
#BoycottBollywood https://t.co/rmPl_fo9SiZ9ZBOZ28FC"
270,TID_7092561091420555497,UID_214917478991985125,"@ksOlfzDJU8JG I met MS Dhoni a couple of months ago at the Gurdwara @fiopiZD5CiC in London and noticed he was calm, at one with himself and able to absorb the spiritual moment. It's that inner calmness that gives fortitude in situations which may stress many others out. https://t.co/_RTb7sCG993UZxS~mc_S"
271,TID_10373838560990338832,UID_8560080301458479131,"राहुल गाँधी के समर्थन मे ये जन सैलाब मोदी जी की नींद हराम कर देगा 

#LokSabaElection2024

 https://t.co/n:d0y-811FcVI2yzGIzc"
272,TID_5030964582049748266,UID_14711769387551854495,Daughter justifying being 4th wife of her father https://t.co/l52DWtoTmyCoH-sCSB7:
273,TID_17324561694959775886,UID_6254847302505507748,"Since yesterday, people are speaking against this video BUT I think that this is a fake video which has been edited.

The 2 girls performed somewhere else and someone put that video on the video of some random metro because there is not a single drop of colour/gulal on the floor https://t.co/5Rh1UcQKUtafNJTQ6VaW"
274,TID_14779528290994688207,UID_6166060503655546234,"इंडिया टुडे ने एक बहुत बड़ा खुलासा किया है कि राहुल गांधी अपनी बस यात्रा में “body double” का प्रयोग कर रहे थे। इसका मतलब बस में जो व्यक्ति बैठे थे और खिड़की से लोगों को देख रहे थे, वो शायद राहुल गांधी थे ही नहीं।

#PressConferenceHighlights https://t.co/EK~0BBa:Uae1AzVMjU8x"
275,TID_5840922998862896865,UID_1968295364124228049,"Italian PM Giorgia Meloni Message to Hindus for Ram Mandir #RamMandirPranPratishta.

#Translation : Best wishes to the Hindus in India and around the world on the Pran Pratistha ceremony. By restoring your prestige after hundreds of years of struggle, you have set an example for https://t.co/v7BIpiwjv9c52Q:uixHX"
276,TID_17880166678978874124,UID_16955606416175324690,"देखिए पाकिस्तान में 100 साल पुराना भगवान शिव के मंदिर को आतंकी रूपी पाकिस्तानियों ने तोड़ दिया।

और यहां सुप्रीम कोर्ट के निर्णय के बाद बनने वाला राम जन्मभूमि मंदिर ना सिर्फ कट्टरपंथी जिहादियों को बल्कि कुछ तथाकथित सेकुलर हिंदुओ को खटक रहा है । https://t.co/Wp5P-Vm5aeu1jQ5iuD7U"
277,TID_11890826792200419676,UID_15424367004831861556,Unprecedented frenzy for Prime Minister Modi in Kolkata! #DeshKeLiyeModi https://t.co/t3Re8-m~qDngRXWKua~a
278,TID_7090313673696448394,UID_10194589961541753944,"रुझान आने लगे है #फ्लॉप_हुई_पठान

https://t.co/VzGQHNFhID~R~YOOhfTq"
279,TID_7708306705853407765,UID_3790298400188741306,"'अडानी के मित्रों को सोना ही सोना दिखता है' नेताओं को पहनाई गई सोने की माला, वायरल हुए दावे का सच सीएम @dEMHCxHI1BOHZ ने बताया सुनिए https://t.co/K~YGegZygSbKMce12:Pb"
280,TID_11468618358146421730,UID_2787308362356165875,"पाकिस्तान में तोड़ा गया हिंगलाज माता का मंदिर, UNESCO की लिस्ट में शामिल, नाराज हिंदू समुदाय ने लगाए नारे 

ज्यादा जानकारी के लिए क्लिक करें: https://t.co/AAoQ1dCfjGZQjk8Y-ugz 

#PakistanNews  #UNESCO https://t.co/rcDsrqZr4040kqHo3rxs"
281,TID_12561200189990527036,UID_8854602370193365672,"“Desh ka X-Ray kar dengey. Minorities ko pata chal jayega unki bhagidari kitni hai.”
~ Rahul Gandhi is not hiding his Hinduphobia and Marxist-Islamist ideas anymore.
Just listen to this openly communal speech.
#WealthRedistributionPlan https://t.co/TD-As5-onW5r47cmsNZz"
282,TID_16092200270812582858,UID_18384766082907315769,"The Shifa Hospital is not only the largest hospital in Gaza but it also acts as the main headquarters for Hamas’ terrorist activity. 

Terrorism does not belong in a hospital and the IDF will operate to uncover any terrorist infrastructure. https://t.co/p8amiMzl6ief9T-RAiSo"
283,TID_16243211076347122716,UID_8378979209860038543,"शिमला में 35 लोगों की आधार डीटेल एक, सभी 35 लोग हिमाचल के बाहर के 

#Shimla #AadharCard #HimachalPradesh #FakeAadhar | @QlEPXrv5DTe @ivgvfj9BVBhRYL https://t.co/I-ikGp7BXVmEL~oEV4jp"
284,TID_11428079190675911756,UID_16253487389105587502,"#bareillypolice
थाना भोजीपुरा क्षेत्रान्तर्गत दो पक्षों में मांस खरीदने को लेकर हुई मारपीट/घटना के सम्बन्ध पुलिस अधीक्षक ग्रामीण, जनपद बरेली की बाईट । #UPPolice @gDiS1gyh @cqKUU  @eBsOesX0XzntSZS @kuyf8FxCQrcxQH5 https://t.co/NDI4-k6e5QQRvce3XDUT"
285,TID_6482745174394624501,UID_326243297828283164,Hindu Hriday Samrat : Dwayne Johnson 🚩 https://t.co/oZdtOOMNfUUf_f6nz-hY
286,TID_1892698501686775744,UID_16372134642814089120,"அமெரிக்கவில் தமிழ்நாடு முதலமைச்சர் மு.க.ஸ்டாலினை வரவேற்று Times Square-ல் கொடுக்கப்பட்ட வரவேற்பு

#CMStalinInUS #MKStalin #SparkMedia https://t.co/pQnJhaOFmtIJJT5W0FMB"
287,TID_10300033564151326268,UID_6123285512026161523,"सत्याग्रह का अर्थ , उच्चारण और भाव तो सीख लीजिये @gpmiLJTnZT5 जी ! हमे न सिखाएं ! @tdD4uG5hJ  ने देश की जनता के साथ कई वर्षों तक कांग्रेस की नीतियों के खिलाफ सत्याग्रह किया है!
गलती से आपके मन की बात जुबां पर आ ही गई..कांग्रेस का एक ही मंत्र है ""सत्ता के रास्ते को कभी मत छोड़ो"" https://t.co/Ifgovmq-J0M1n_hg6LQK"
288,TID_12015120846593779071,UID_5920239913030578079,"बहुत अच्छे!!
जो मोची बना था,वही कुम्हार के रोल में प्रकट हो गया।😀

कहां से सीखी ये बहरूपिया बाज़ी? https://t.co/OZq1ZdqEiG8YTytE3l7d"
289,TID_3768788039406915970,UID_13323167980072120914,"شاهد سيدة امريكية تعترض موكب ألرئيس الاميركي جو بايدن والشرطة تطرحها ارضاً.
تحية وتقدير لكل هؤلاء الإبطال الذين يكافحون بقوة من أجل فلسطين 🇵🇸 ومن أجل #غزة #IsraelIsATerrorist #FreePalestine 

 https://t.co/_BLQ72E2qJkh2F3~eIal"
290,TID_11894617551040470919,UID_9784059206100870555,Youngistan me confuzed as usual: This Aftab Poonawala is a Shia or Bhora or Parsi or ?? Many media differ+ there are many other poonawalas floating around--all one set:))))) RT
291,TID_3411606664063737830,UID_13208650285655715013,"Can you imagine just how helpless and humiliating it must feel to be a Palestinian father watching enemy Israeli soldiers abduct your children and take them off to god knows where to be beaten, tortured, sexually assaulted and detained for months or years? https://t.co/LL-jb0MTeE0npY8SDJF5"
292,TID_6959104183706635087,UID_7083376777227075779,"Meanwhile in Australia ….👇

🇦🇺Australia

Parents are upset that the schools are brainwashing and Izlamizing their children

“Would muzlim parents want their children to visit a Church and pray to Christ?”, asked one parent.

 Not just in US,  this is happening all over the https://t.co/gAhw994wKWi0onZjq4V1"
293,TID_11291505703389364542,UID_3419755919217763176,Now see Nasa's actual pictures of chandrayan 3 landing taken by their (DSN) deep space network. https://t.co/At0Z5vBCnR-xVY3J0BiY
294,TID_8715089307404901118,UID_8375519722940297150,@xLONC6gt 4 साल पुराना वीडियो है
295,TID_6505173439514696409,UID_18174648833616127128,"*प्रयागराज में हाई कोर्ट के वकीलों द्वारा उत्तर प्रदेश के मुख्यमंत्री योगी आदित्यनाथ की निकली गई शव यात्रा !

टक्कर अब हुई है जोरो की सरकार को जो करना है कर ले इस तरह की शव यात्रा किसी भी मुख्यमंत्री की नहीं निकल गई* https://t.co/-gwCV~VgKG6MiUUJo4KL"
296,TID_1961450923356325633,UID_8494124113370625950,Interesting🤔 https://t.co/h:fVkRtQAOnv-rqp0CeP
297,TID_11002433133252374183,UID_14700686142238277970,"#भालपट्टी थाना के मुरिया गाँव की खबर एक अफवाह,
धर्म परिवर्तन का नही, बल्कि जमीनी विवाद का है मामला। 
#BiharPolice #HainTaiyaarHum 
#Bihar https://t.co/UCnhcqw9fA92Ff0iIQUi"
298,TID_15464399208656984903,UID_9740920405927588490,"इलाहाबाद के संगम में गंगा से बादल पानी ले जाते हुए यह पहली बार हुआ है।
प्रकृति का अद्भुत दृश्य देखें....
हर हर महादेव https://t.co/UAbzoL:c-EDRkjz83M2Q"
299,TID_16568488270582066849,UID_14082160998700892758,@iLwTh3LJRpCXDsc It's a Satire made by me only😅 https://t.co/567OTRZ3WXGK7T8-I:So
300,TID_17980634798479559457,UID_13519741361443970435,Is this your Queen?  https://t.co/dVvqLF6hlQuHsx8G78ZX
301,TID_2583863303653509022,UID_5285623441089379075,"ये हैं बिहार भाजपा की जमुई विधायिका Sreshi Singh.
जिनका वीडियो तेजी से वायर हो रहा है😂 https://t.co/M6P4TKpYjWUEAN4nSu0S"
302,TID_17152779608451299591,UID_1591576431229035347,"@gFDXbo8jH The 6 illegal stalls made up of Iron tin sheets were found kept at  K. D. Marg &amp; 2nd Gaothan Lane Junction, Near Santacruz Station, Santacruz (West) on 20.03.2023 night on acquired setback area of BMC. The action of demolition on those illegally kept 6 stalls was taken through"
303,TID_8645629606618377475,UID_5303344276001214211,@jCqvZx_ovn The action of demolition on those illegally kept 6 stalls was taken through H/West Ward authority with police protection on dtd.21.03.2023. No restraining legal orders from Hon'ble Court on those 6 illegal stalls.
304,TID_7247775470013017328,UID_1436530283170074371,"देखिए उनके कितने खौफनाक इरादे हैं

 और यह न सिर्फ हिंदुओं से बल्कि भारत से कितनी नफरत करते हैं 

देश की राजधानी दिल्ली के अवंतिका के सी ब्लॉक में एक मुस्लिम ने अपने बिल्डिंग के चारों तरफ और अपने फ्लैट में जगह-जगह पाकिस्तान जिंदाबाद लांग लिव पाकिस्तान के नारे  जगह-जगह लिखा और https://t.co/n2hebSICrf-vBYnoNPJX"
305,TID_2376772108800121478,UID_8542666034160430133,В Подмосковье разбился военно-транспортный самолёт Ил-112. На борту находились трое человек. https://t.co/qI46_RMzmnrWNH6o8LUx
306,TID_5522478586351743079,UID_418536573127437944,हिन्दू मंदिर के पुजारी की पिटाई करने वाले एक कट्टर मुस्लिम का वीडियो इसे सभी समूहों में साझा करें कृपया अपराधी की पहचान करने और उसे गिरफ्तार करने के लिए इस वीडियो को साझा करें प्रिय हिंदुओं 🙏🏻🙏🏻🙏🏻 https://t.co/HHfaFQ:srG4TdwZFwTOD
307,TID_9467874815331644792,UID_6115048980337987326,"The Innocent Kuki brothers, driven by a deep-rooted animosity, devised a plan to inflict harm upon the Meitei community. In their misguided attempt, they resorted to using a Petrol Bomb as a means to set fire to the Meitei Houses, causing widespread destruction and chaos. https://t.co/3zSV8z893bQVeasC8TOz"
308,TID_13350524555612120782,UID_3926286690852103707,"Muslim boys throwing stones on Hindu bungalows in Kerala threatening them to vacate, same like Kashmir situation is going to come in future
#Kerala #keralastory https://t.co/IeK8X1eAZAhF3OYHFlLg"
309,TID_7638577077904090293,UID_15923888003808216849,"Those who attacked Ram Yatra on 22nd in Mira Nair area of Mumbai were picked up from their home today.
Much respect! Now there is a reward for breaking the backyard!
  #planecrash #ICCAwards  #MiraRoad #TejRan 
#AusOpen #INDvENG  
 #Saipallavi #हेमंता_की_ले_ली  #MiraRoadRiots https://t.co/~Ad_GiKZP~YHI0KnoKgj"
310,TID_1062817581376450379,UID_15605953441422104038,"Thank you for informing.
#IndianOil https://t.co/DEXvcEtlhjmKAfh7-8JP"
311,TID_9369209890561176814,UID_10127328373124610579,"बांग्लादेश में हिन्दू बच्चे की बेरहमी से हत्या !!

मोहम्मद सोहेल और उसके दोस्तों ने मिलकर स्कूल के एक हिंदू लड़के निरोब मंडल को जान से मार दिया। https://t.co/UEeVhiohLBNCxyadM:TG"
312,TID_16885700293134777768,UID_1980087112275886023,"She is Modelling daughter of Om Birla ,Anjali https://t.co/kvwhcmcvpUfg4TAUS:m5 Surprise She has Cleared UPSC Exam in first attempt and became IAS Officer.
RSS, BJP ka kamal!
@lAk_Ve @oRLfV2xHG8Og @t8b03G3_I5txd @sWFUSz2 https://t.co/pSo7kP_T8E:upRFeodT7"
313,TID_8353308715864519965,UID_6395116879742644546,"Update:
#Hyderabad police enter homes and arrest protestors in and around Shalibanda after protests continued against #RajaSingh for his derogatory remarks on Prophet Muhammad.

Lathi charge/stone pelting reported. At least few are out protesting.
Details:
https://t.co/ODFUvgLwugc~NSQ79zVz https://t.co/Q_PYVG_weo8ui_SGkLPZ"
314,TID_5074465888638107424,UID_11262618682231388319,Delighted to meet Air Marshal PV Iyer (Retd) today. His zest for life is remarkable and so is his passion towards staying fit and healthy. Glad to get a copy of his book. https://t.co/w2kgQ-UcUa_NVkY_t2-8
315,TID_1102898169025157181,UID_10110755889422441143,महिला सशक्तिकरण की बात करने वाली भाजपा के  शासित राज्य मणिपुर के बाद अब हरियाणा में भाजपा की कथनी व करनी को हरियाणा राज्य स्थित  नूँह मेवात में लागू कर्फ़्यू में भाजपा की पुलिस द्वारा महिलाओं पर लाठी डंडे का बल प्रयोग कर भाजपा की सच्चाई देश की जानता को सामने प्रत्यक्ष रूप से https://t.co/BO8dPj8R3aqPouXzkcLp
316,TID_3533451070169526224,UID_2290393584206989976,"ये सीरिया नहीं है! ये पकिस्तान भी नहीं है!
ये भारत का बिहार है! तुष्टिकरण अपरंपार है!

बिहार में 4 जेHA दियों ने मिलकर हिंदू लड़की को सरेराह छेड़ा उसे घसीटा और अश्लील हरकतें करते रहे।

कोई पुलिस केस नहीं, कोई कार्यवाही नहीं!

पूरे बिहार में ये आम बात है, रोज कई हिंदू परिवार पलायन https://t.co/hOJA2l9zzTZ6pZOv2efW"
317,TID_5320661772066576078,UID_784460930964767297,"माननीय @k3JT3MbGOS0 जी, ये विडियो 2019 लोक सभा के प्रचार में @mj0HJwzcQR7MY जी के क्षेत्र में दिल्ली प्रदेश मीडिया पैनलिस्ट निघत अब्बास मतलब मेरे द्वारा बनाया गया था। इस विडियो में तमाम मुसलमान भाजपा से मुहब्बत करने वाले हैं। @tM77DmnX @bSX1OfB @dM9bQLw7a0S @hex2GfjHnttGGq"
